"name"	"rcor_and_trim"	"PASA_Settings"	"number_of_alignments"	"Alignment_kind"	"total_counts"	"Total_mRNA"	"No_fussion_mRNA"	"percent_fused"
"115"	"PASA_rcor-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"minimal-overlap"	15	"EndToEnd.compreh"	11214	5467	2517	0.460398756173404
"116"	"PASA_rcor-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"minimal-overlap"	15	"Local.compreh"	11146	5469	2510	0.458950447979521
"117"	"PASA_rcor-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"minimal-overlap"	5	"EndToEnd.compreh"	11342	5443	2508	0.460775307734705
"118"	"PASA_rcor-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"minimal-overlap"	5	"Local.compreh"	11275	5446	2501	0.459236136614029
"119"	"PASA_rcor-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"minimal-overlap"	50	"EndToEnd.compreh"	11273	5469	2511	0.459133296763577
"120"	"PASA_rcor-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"minimal-overlap"	50	"Local.compreh"	11206	5461	2504	0.458524079838857
"121"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	1	"EndToEnd.compreh"	13661	4914	2681	0.545584045584046
"122"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	1	"Local.compreh"	13580	4910	2673	0.544399185336049
"123"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	10	"EndToEnd.compreh"	14088	4989	2694	0.539987973541792
"124"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	10	"Local.compreh"	14035	4978	2684	0.539172358376858
"125"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	100	"EndToEnd.compreh"	14066	5009	2702	0.53942902775005
"126"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	100	"Local.compreh"	14002	4983	2690	0.539835440497692
"127"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	15	"EndToEnd.compreh"	13994	5005	2706	0.540659340659341
"128"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	15	"Local.compreh"	13930	4994	2695	0.539647577092511
"129"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	5	"EndToEnd.compreh"	14130	4986	2696	0.540713999197754
"130"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	5	"Local.compreh"	14065	4967	2685	0.540567747131065
"131"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	50	"EndToEnd.compreh"	14078	5005	2702	0.53986013986014
"132"	"PASA_rcor-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-10.0"	50	"Local.compreh"	13997	4984	2689	0.539526484751204
"133"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	1	"EndToEnd.compreh"	13829	4895	2685	0.548518896833504
"134"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	1	"Local.compreh"	13750	4888	2679	0.548076923076923
"135"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	10	"EndToEnd.compreh"	14271	4965	2701	0.544008056394763
"136"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	10	"Local.compreh"	14232	4951	2693	0.543930519087053
"137"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	100	"EndToEnd.compreh"	14256	4983	2709	0.543648404575557
"138"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	100	"Local.compreh"	14201	4956	2700	0.544794188861985
"139"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	15	"EndToEnd.compreh"	14181	4979	2711	0.544486844747941
"140"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	15	"Local.compreh"	14123	4967	2704	0.544392993758808
"141"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	5	"EndToEnd.compreh"	14327	4961	2701	0.544446684136263
"142"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	5	"Local.compreh"	14270	4939	2693	0.54525207531889
"143"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	50	"EndToEnd.compreh"	14267	4979	2709	0.544085157662181
"144"	"PASA_rcor-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-20.0"	50	"Local.compreh"	14193	4957	2699	0.544482549929393
"145"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	1	"EndToEnd.compreh"	13866	4881	2688	0.550706822372465
"146"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	1	"Local.compreh"	13791	4877	2683	0.550133278654911
"147"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	10	"EndToEnd.compreh"	14312	4952	2704	0.546042003231018
"148"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	10	"Local.compreh"	14268	4942	2695	0.545325779036827
"149"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	100	"EndToEnd.compreh"	14294	4968	2712	0.545893719806763
"150"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	100	"Local.compreh"	14238	4946	2703	0.54650222401941
"151"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	15	"EndToEnd.compreh"	14217	4967	2714	0.54640628145762
"152"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	15	"Local.compreh"	14157	4958	2706	0.54578459056071
"153"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	5	"EndToEnd.compreh"	14368	4949	2705	0.546575065669832
"154"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	5	"Local.compreh"	14310	4930	2695	0.546653144016227
"155"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	50	"EndToEnd.compreh"	14306	4964	2712	0.546333601933924
"156"	"PASA_rcor-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-30.0"	50	"Local.compreh"	14230	4947	2702	0.546189609864564
"157"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	1	"EndToEnd.compreh"	13899	4874	2687	0.551292572835453
"158"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	1	"Local.compreh"	13825	4868	2681	0.550739523418242
"159"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	10	"EndToEnd.compreh"	14343	4944	2701	0.546318770226537
"160"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	10	"Local.compreh"	14298	4933	2692	0.545712548145145
"161"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	100	"EndToEnd.compreh"	14324	4960	2709	0.54616935483871
"162"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	100	"Local.compreh"	14267	4939	2700	0.546669366268475
"163"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	15	"EndToEnd.compreh"	14247	4958	2711	0.546793061718435
"164"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	15	"Local.compreh"	14188	4949	2703	0.546170943624975
"165"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	5	"EndToEnd.compreh"	14397	4941	2702	0.546852863792755
"166"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	5	"Local.compreh"	14340	4923	2692	0.546821044078814
"167"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	50	"EndToEnd.compreh"	14335	4956	2709	0.546610169491525
"168"	"PASA_rcor-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-40.0"	50	"Local.compreh"	14260	4940	2699	0.546356275303644
"169"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	1	"EndToEnd.compreh"	13931	4869	2685	0.551447935921134
"170"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	1	"Local.compreh"	13858	4862	2677	0.550596462361168
"171"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	10	"EndToEnd.compreh"	14378	4938	2698	0.546375050627785
"172"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	10	"Local.compreh"	14332	4928	2688	0.545454545454545
"173"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	100	"EndToEnd.compreh"	14353	4952	2705	0.54624394184168
"174"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	100	"Local.compreh"	14301	4932	2694	0.546228710462287
"175"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	15	"EndToEnd.compreh"	14277	4951	2708	0.546960210058574
"176"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	15	"Local.compreh"	14218	4944	2699	0.545914239482201
"177"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	5	"EndToEnd.compreh"	14427	4936	2699	0.546799027552674
"178"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	5	"Local.compreh"	14371	4918	2688	0.546563643757625
"179"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	50	"EndToEnd.compreh"	14368	4947	2705	0.54679603800283
"180"	"PASA_rcor-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-50.0"	50	"Local.compreh"	14294	4934	2694	0.546007296311309
"181"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	1	"EndToEnd.compreh"	13963	4864	2684	0.551809210526316
"182"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	1	"Local.compreh"	13896	4857	2677	0.551163269507927
"183"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	10	"EndToEnd.compreh"	14418	4931	2696	0.546745082133442
"184"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	10	"Local.compreh"	14377	4922	2688	0.54611946363267
"185"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	100	"EndToEnd.compreh"	14391	4945	2703	0.546612740141557
"186"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	100	"Local.compreh"	14345	4926	2694	0.546894031668697
"187"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	15	"EndToEnd.compreh"	14317	4944	2706	0.547330097087379
"188"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	15	"Local.compreh"	14262	4938	2699	0.546577561765897
"189"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	5	"EndToEnd.compreh"	14470	4929	2697	0.547169811320755
"190"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	5	"Local.compreh"	14421	4912	2688	0.547231270358306
"191"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	50	"EndToEnd.compreh"	14405	4940	2703	0.547165991902834
"192"	"PASA_rcor-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-60.0"	50	"Local.compreh"	14338	4928	2694	0.546672077922078
"193"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	1	"EndToEnd.compreh"	14004	4860	2683	0.552057613168724
"194"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	1	"Local.compreh"	13946	4854	2678	0.551709929954677
"195"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	10	"EndToEnd.compreh"	14461	4929	2697	0.547169811320755
"196"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	10	"Local.compreh"	14431	4920	2691	0.546951219512195
"197"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	100	"EndToEnd.compreh"	14435	4942	2704	0.547146904087414
"198"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	100	"Local.compreh"	14398	4925	2697	0.54761421319797
"199"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	15	"EndToEnd.compreh"	14356	4941	2707	0.547864804695406
"200"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	15	"Local.compreh"	14313	4936	2702	0.54740680713128
"201"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	5	"EndToEnd.compreh"	14512	4926	2697	0.547503045066991
"202"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	5	"Local.compreh"	14476	4910	2690	0.54786150712831
"203"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	50	"EndToEnd.compreh"	14450	4937	2704	0.547701033016002
"204"	"PASA_rcor-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-70.0"	50	"Local.compreh"	14389	4927	2697	0.547391922062107
"205"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	1	"EndToEnd.compreh"	14050	4860	2682	0.551851851851852
"206"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	1	"Local.compreh"	13991	4854	2677	0.551503914297487
"207"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	10	"EndToEnd.compreh"	14506	4928	2696	0.547077922077922
"208"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	10	"Local.compreh"	14476	4919	2691	0.547062411059158
"209"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	100	"EndToEnd.compreh"	14484	4941	2703	0.547055251973285
"210"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	100	"Local.compreh"	14447	4924	2697	0.547725426482535
"211"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	15	"EndToEnd.compreh"	14399	4940	2706	0.547773279352227
"212"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	15	"Local.compreh"	14354	4935	2702	0.547517730496454
"213"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	5	"EndToEnd.compreh"	14561	4925	2696	0.54741116751269
"214"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	5	"Local.compreh"	14523	4909	2690	0.547973110613159
"215"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	50	"EndToEnd.compreh"	14498	4936	2703	0.547609400324149
"216"	"PASA_rcor-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-80.0"	50	"Local.compreh"	14440	4926	2697	0.547503045066991
"217"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	1	"EndToEnd.compreh"	14113	4859	2680	0.551553817657954
"218"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	1	"Local.compreh"	14061	4854	2677	0.551503914297487
"219"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	10	"EndToEnd.compreh"	14585	4927	2694	0.546783032271159
"220"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	10	"Local.compreh"	14556	4920	2691	0.546951219512195
