chr	start	end	width	strand	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	length	feature	feature_init	type	genome	threshold	log10baseMean	stably_expressed
XII	550575	550636	62	-	30.62386892374224	-0.6334467046889899	0.49905402493491624	-1.2692948519383254	0.20433592178643098	0.4036993225559879	62	YLR202C	YLR202C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.4860600572338551	TRUE
IV	384601	385587	987	-	422.575734436778	-0.6320630958654778	0.4151601282101056	-1.522456163096667	0.12789482145188746	0.29568266336989346	987	YDL037C	YDL037C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.625904554943519	TRUE
III	43661	44437	777	-	302.5390139367072	-0.6317048299193141	0.20477692188261934	-3.084843858925739	0.0020365903961621023	0.012354017503044134	777	YCL047C	YCL047C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.480781387070818	FALSE
III	48653	50221	1569	-	11094.814634143373	-0.6300910836816704	0.1597756057288231	-3.9436000308525423	8.026748793079818e-5	7.687621409229533e-4	1569	YCL043C	YCL043C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	4.045120050683289	FALSE
XV	530429	531127	699	+	106.45523209815545	-0.627141331422901	0.2820821452669548	-2.223257806088335	0.02619842092550309	0.092851459341047	699	YOR111W	YOR111W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.0271670111526183	TRUE
VII	308713	310173	1461	-	197.26061736539558	-0.6269379698224715	0.24326431054262268	-2.577188443401462	0.009960763108611596	0.04407227377967437	1461	YGL104C	YGL104C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.2950403879986108	FALSE
VIII	27978	32756	4779	-	2198.914202276885	-0.6267763685094954	0.15565970830973058	-4.026580643864115	5.659383518403109e-5	5.644830817927215e-4	4779	YHL035C	YHL035C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.3422082842927425	FALSE
IX	230272	231072	801	-	326.2273915281985	-0.6251003573837407	0.20406705604868697	-3.063210542100447	0.0021897593586750383	0.013078614065243042	801	YIL070C	YIL070C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.5135204235654247	FALSE
IV	1271063	1272085	1023	+	329.9867514696388	-0.6243897142195838	0.1958697977643445	-3.1877794399461297	0.0014336985094280947	0.0091083557714531	1023	YDR400W	YDR400W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.518496503880522	FALSE
VII	618077	619858	1782	-	476.69286784177723	-0.6237300881576087	0.17143054438243135	-3.638383640468274	2.743545336666794e-4	0.002222228398556669	1782	YGR065C	YGR065C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.6782386541713636	FALSE
II	69713	70138	426	-	13.302826009229902	-0.6231878170013972	0.7381222838380093	-0.8442880409476489	0.3985084671962995	0.6047852520409037	426	YBL083C	YBL083C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.1239439108799547	TRUE
III	265068	266846	1779	+	2707.9116583611553	-0.6211488078359662	0.1604678511220133	-3.87086138122252	1.0845145228280357e-4	0.0010029245560775292	1779	YCR088W	YCR088W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.4326344920248912	FALSE
XI	200884	201771	888	-	512.5449152456964	-0.6205873762094731	0.16423752850269252	-3.7785966573364456	1.577146356178728e-4	0.0013903580629848332	888	YKL128C	YKL128C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.7097319294129463	FALSE
II	221330	226598	5269	+	2325.7566180904655	-0.6194205464123169	0.13780167935374463	-4.49501449704564	6.956520758422433e-6	8.879420097862051e-5	5269	YBL005W-B-E1	YBL005W-B-E1	NA_SC	S_cerevisiae	TRUE	3.3665642654437447	FALSE
IV	753675	755066	1392	-	1105.460437490972	-0.6187666144144082	0.16704378095566125	-3.7042182047989476	2.1204367760659454e-4	0.00180767882423595	1392	YDR148C	YDR148C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.0435432045476496	FALSE
XV	679357	680544	1188	+	1226.272558497879	-0.6177978992862705	0.14719886108864888	-4.197029071537507	2.7043922979222726e-5	2.9457202845699387e-4	1188	YOR184W	YOR184W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.088587009738492	FALSE
II	330507	331511	1005	-	353.29365743723895	-0.6114411336010881	0.22056268153668096	-2.7721876127961456	0.005568093443990493	0.028110215781591917	1005	YBR046C	YBR046C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.5481358407613843	FALSE
XI	203541	205253	1713	+	4315.724469171069	-0.6086152068150099	0.16865927968046024	-3.608548595535832	3.0791484257017764e-4	0.0024682680032433756	1713	YKL127W	YKL127W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.635053710028871	FALSE
II	81043	84261	3219	-	9763.822769359573	-0.6076629384638513	0.1269814539833484	-4.785446373480152	1.7060773589689683e-6	2.572749917995969e-5	3219	YBL076C	YBL076C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.9896198876042526	FALSE
XV	73031	73357	327	+	3.317671742361024	-0.607325604672508	1.4272062022964003	-0.4255345889720141	0.6704470123584514	0.8145917034136343	327	YOL131W	YOL131W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.5208334137758528	TRUE
XV	720470	721708	1239	-	707.1077378378644	-0.6072368274097374	0.16134705040971065	-3.763544644093419	1.6752180370398274e-4	0.0014675498537781776	1239	YOR201C	YOR201C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.849485589728641	FALSE
II	584807	586162	1356	-	771.305380929711	-0.6070430407544221	0.16469793539893665	-3.685796299049061	2.2798865727403358e-4	0.0019096658554144663	1356	YBR177C	YBR177C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.887226361182216	FALSE
X	381327	383375	2049	+	7651.965417362057	-0.6066209274001404	0.32578359948585744	-1.8620364203645996	0.062597956767533	0.17744983116155721	2049	YJL034W	YJL034W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	3.8837729985896066	TRUE
XIV	440797	440919	123	-	49.41225376066562	-0.6042444165349075	0.3951040309193672	-1.5293299213599307	0.12618267557032867	0.29279077462015113	123	YNL097C-B	YNL097C-B_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.693834663108161	TRUE
VI	156145	157752	1608	+	1430.63943048821	-0.6038274450027873	0.14688389790270096	-4.110916537650543	3.940916457978032e-5	4.125259176851967e-4	1608	YFR006W	YFR006W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.155530190656307	FALSE
IV	240259	241197	939	+	1743.0787535934978	-0.6037457158279838	0.1804335159207957	-3.346084083918245	8.19615373173338e-4	0.005643544906801031	939	YDL124W	YDL124W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.241317009300718	FALSE
I	71786	73288	1503	+	57995.68161375193	-0.6025638386051781	0.1304589731538153	-4.618799489512585	3.859665982312699e-6	5.2633179469740754e-5	1503	YAL038W	YAL038W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	4.763395656991557	FALSE
V	322686	324095	1410	+	947.5687926322464	-0.6019796920584946	0.14942519358268053	-4.028635851995098	5.6101438377901414e-05	5.603723072310553e-4	1410	YER081W	YER081W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9766107491689326	FALSE
VII	250087	252738	2652	+	3931.302812728103	-0.601366531979604	0.1327014305580601	-4.531726066935589	5.850368354071375e-6	7.578343571080954e-5	2652	YGL137W	YGL137W_mRNA-E2	mRNA-E2	S_cerevisiae	TRUE	3.5945364970970903	FALSE
X	573095	573751	657	+	268.22280889060437	-0.5998803688381078	0.21366986979758515	-2.8075103401634944	0.004992607699731227	0.025801914847907795	657	YJR074W	YJR074W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.428495706230482	FALSE
I	22395	22685	291	-	14.28608815418917	-0.5989596745777626	0.7091268637182379	-0.8446438926839912	0.3983096946009349	0.6047852520409037	291	YAL063C-A	YAL063C-A_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.1549133256681112	TRUE
X	462721	464253	1533	+	821.2485947612506	-0.5978984621209875	0.15783972702105142	-3.788009985858912	1.5185874743834307e-4	0.001345530170830598	1533	YJR015W	YJR015W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9144746394470373	FALSE
IX	216658	217548	891	+	1213.3740413978528	-0.5976735760628114	0.16340386749834512	-3.6576464511702227	2.5454182371327484e-4	0.00208837956893782	891	YIL076W	YIL076W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.0839946995265537	FALSE
XV	266264	267529	1266	-	380.65413186426116	-0.5971907643324631	0.20658008717434653	-2.890843800585942	0.003842090295098923	0.020839958660712466	1266	YOL031C	YOL031C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.5805305482659637	FALSE
IV	669016	671034	2019	-	47.61139107664608	-0.596148686441311	0.40632664827836806	-1.467166106301989	0.14233087463581792	0.3190222044004111	2019	YDR107C	YDR107C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.677710870575237	TRUE
III	216697	218241	1545	+	3873.1772970166057	-0.5954896844818526	0.12778340627995907	-4.6601487768858005	3.1598090686203327e-6	4.4330814240988115e-5	1545	YCR053W	YCR053W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.5880673775318104	FALSE
IV	216529	217074	546	+	1717.8717900265403	-0.594701617623239	0.1773178185866901	-3.353873978167013	7.968864717977607e-4	0.0055087736099920445	546	YDL137W	YDL137W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.234990747992451	FALSE
X	697141	698169	1029	+	719.4020163566403	-0.5936824222204767	0.18418141537822744	-3.223356824581431	0.0012669761870226274	0.008221215369695153	1029	YJR142W	YJR142W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.856971650734835	FALSE
V	279930	280682	753	-	896.8001419913275	-0.5913636775026937	0.38817039688187166	-1.5234641339294557	0.12764262725615644	0.29529517014661505	753	YER062C	YER062C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.9526956683492327	TRUE
IV	1206997	1212265	5269	+	90.78674631418671	-0.5904508410290306	0.36720572661432754	-1.6079565165637384	0.10784470255860318	0.26311805930386784	5269	YDR365W-B-E1	YDR365W-B-E1	NA_SC	S_cerevisiae	FALSE	1.9580224517948301	TRUE
IV	20635	21006	372	+	266.97004745098565	-0.5884633650274343	0.21846887798242318	-2.6935798382906464	0.007068921323131707	0.034016967312143695	372	YDL241W	YDL241W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.4264625386812275	FALSE
XV	19491	21311	1821	-	788.5852799413958	-0.5875876508406606	0.15974849738990116	-3.6782045555428566	2.3488155649939004e-4	0.0019569725864901446	1821	YOL158C	YOL158C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.8968486660926565	FALSE
VII	167352	167354	3	+	4.347165391245614	-0.5865795593005264	1.278760758927191	-0.45870938344451073	0.6464428747884214	0.8019436896239169	3	YGL178W	YGL178W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.6382061635722317	TRUE
XIII	220138	220728	591	+	4955.13445207884	-0.5844043947708915	0.14375440335265902	-4.065297348403496	4.7971261713052785e-5	4.868246355821723e-4	591	YML028W	YML028W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.695055443080369	FALSE
IV	1428354	1428980	627	-	1540.1438722629528	-0.5829971923300911	0.1396911769737308	-4.173471832367229	2.9999276514902635e-5	3.232329454121145e-4	627	YDR487C	YDR487C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.187561292272432	FALSE
II	685438	686592	1155	-	1730.2658464523215	-0.5822675606386303	0.14942047885378765	-3.8968390752407926	9.745632876355217e-5	9.133423992310352e-4	1155	YBR234C	YBR234C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.238112835369974	FALSE
XII	271630	273915	2286	-	916.340116273888	-0.5819149576199139	0.16540682895978304	-3.5180830276445265	4.346763388889133e-4	0.003342412112469595	2286	YLR069C	YLR069C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9620566998739895	FALSE
X	464451	466208	1758	-	3092.9757225161234	-0.5807994465015983	0.12661576777321773	-4.587102038838257	4.494410457283678e-6	6.046237728854458e-5	1758	YJR016C	YJR016C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.4903765111384324	FALSE
X	285558	289226	3669	-	5879.051094697394	-0.5796110508085165	0.13359904628627928	-4.33843703918748	1.4349958079391017e-5	1.6952860797006444e-4	3669	YJL080C	YJL080C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.7693072346488035	FALSE
IV	411825	413000	1176	+	2443.8879818263267	-0.5787368489555786	0.4222867499925834	-1.3704830875364735	0.1705361512296251	0.35809083258785895	1176	YDL022W	YDL022W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	3.388081295682784	TRUE
XI	608946	611066	2121	+	299.57677467501264	-0.5778372274993946	0.20295730689652913	-2.8470875788373817	0.004412122239892011	0.023372866068987874	2121	YKR090W	YKR090W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.4765081407314806	FALSE
IV	1319698	1319720	23	-	3.8374877431196883	-0.5768698567839043	1.3385188301030733	-0.43097627303418823	0.666485622785659	0.8137059008365811	23	YDR424C	YDR424C_mRNA-E2	mRNA-E2	S_cerevisiae	FALSE	0.5840470013571685	TRUE
IX	313713	314051	339	-	4.27163389423167	-0.5750811786630143	1.2637777865712982	-0.4550492853836612	0.6490737821266539	0.8032567824459869	339	YIL020C-A	YIL020C-A_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.6305940238593731	TRUE
XVI	657529	658938	1410	+	208.99179236507806	-0.5738269855903596	0.24444810547853618	-2.347438874467958	0.018902974489046688	0.07318189068400714	1410	YPR047W	YPR047W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.320129230606034	TRUE
XII	805784	806335	552	-	20.556385378125185	-0.5733571462536566	0.5906815778456076	-0.9706704386225513	0.3317124171045465	0.5435381591701346	552	YLR339C	YLR339C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.3129467509680075	TRUE
XV	356751	357221	471	+	36.629992641957735	-0.5713598363890177	0.4691705877026491	-1.2178083012124665	0.2232968290235721	0.42573961229999463	471	YOR013W	YOR013W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.5638368314257387	TRUE
XII	210512	211933	1422	-	897.2406339496454	-0.5700285929027467	0.17459493533991183	-3.2648632779237325	0.0010951692559290464	0.007234126532541723	1422	YLR034C	YLR034C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9529089335472483	FALSE
VI	244279	245166	888	-	413.1603388527748	-0.5685918101130577	0.17481798057756565	-3.2524789969231858	0.0011440305040593343	0.0075001135956265464	888	YFR047C	YFR047C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.616118624938352	FALSE
XIII	373057	378325	5269	-	197.80974961447745	-0.568276999648622	0.22030337767936448	-2.579520140066612	0.00989376891427281	0.04383140517731774	5269	YMR050C-E1	YMR050C-E1	NA_SC	S_cerevisiae	TRUE	2.296247693223846	FALSE
XIII	133475	135229	1755	+	982.4734112850665	-0.5682636613388582	0.1674257373924035	-3.39412368844458	6.88485891871878e-4	0.004880211672131423	1755	YML070W	YML070W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9923208058785806	FALSE
V	271768	272091	324	+	131.12430348621902	-0.5681250380762816	0.2894116004213526	-1.9630347824660508	0.04964213258524071	0.14824695026097118	324	YER058W	YER058W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.11768319429679	TRUE
XIV	398684	400537	1854	-	2339.2752370894864	-0.5672233713869616	0.1365745247771786	-4.153215047333218	3.2783638244362134e-5	3.489258570459396e-4	1854	YNL121C	YNL121C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.3690813235264567	FALSE
XII	346585	346980	396	+	300.39860464742014	-0.5667311535178121	0.21107304554695205	-2.685000124242514	0.00725297792424485	0.034536899215764603	396	YLR104W	YLR104W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.477697911037413	FALSE
XI	98721	99641	921	+	246.0545594807156	-0.5666463611948985	0.2035581174608871	-2.783708005669572	0.005374139095659217	0.027281490232449235	921	YKL183W	YKL183W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.3910314170797866	FALSE
IV	1478608	1480161	1554	+	341.1109637181541	-0.5663161246675258	0.19557597883512878	-2.8956323166094555	0.003783954690448899	0.02055997793674258	1554	YDR518W	YDR518W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.532895678380645	FALSE
IV	471853	472941	1089	+	4198.4231354448075	-0.564952316777889	0.1378638361064417	-4.097900745643705	4.169139682456936e-5	4.331686497457489e-4	1089	YDR012W	YDR012W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.6230862065494134	FALSE
XII	971917	973170	1254	-	85.21896314663846	-0.5641331711025575	0.32047434421616994	-1.7603068117116796	0.0783557998575169	0.20864995980365483	1254	YLR423C	YLR423C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.930536245864988	TRUE
XVI	138698	138725	28	+	24.518227803319288	-0.5637407082648557	0.5476124797792756	-1.029451900899119	0.3032673710096882	0.513312190155065	28	YPL218W	YPL218W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.3894890758360083	TRUE
I	68716	69525	810	-	1542.1039267675817	-0.5620214826145555	0.14804254120544902	-3.7963512247104627	1.4684141907427145e-4	0.0013043852264332868	810	YAL039C	YAL039C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.1881136430409867	FALSE
IX	265099	265467	369	-	30.7447710185112	-0.5609940727860143	0.4934664439908279	-1.136843405701648	0.2556037543219393	0.4607863187905449	369	YIL047C-A	YIL047C-A_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.4877712628460316	TRUE
XIV	622915	622944	30	+	18.178583323495292	-0.560331938441543	0.6267178827401124	-0.894073639628218	0.37128249213394793	0.5808412189287978	30	YNL004W	YNL004W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.259560035169681	TRUE
XVI	444579	445031	453	+	465.89152618637365	-0.5596495744364097	0.17806173234053174	-3.143008703105929	0.0016722086800855663	0.010424429468176273	453	YPL059W	YPL059W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.6682848114055804	FALSE
XIII	480621	480693	73	-	14.463973646124462	-0.5596144477141359	0.6961042259138462	-0.8039233592921715	0.42144123848388365	0.624205075751904	73	tK(CUU)M	tK(CUU)M_tRNA-E1	tRNA-E1	S_cerevisiae	FALSE	1.1602876218319829	TRUE
X	398937	402410	3474	-	4138.395093911489	-0.5580210981490346	0.1448738849076981	-3.8517714804470136	1.1726642988169949e-4	0.0010716678186309238	3474	YJL020C	YJL020C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.616831950543006	FALSE
V	304030	305592	1563	+	1610.8107339445617	-0.5579788405474205	0.13580520781171163	-4.108670422426181	3.9794349479642435e-5	4.159343533935082e-4	1563	YER073W	YER073W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.207044514949151	FALSE
VIII	334527	335663	1137	-	402.2718068043223	-0.5577633146827337	0.1905573111526153	-2.9270108363148926	0.00342236956162079	0.01895023752774719	1137	YHR112C	YHR112C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.6045195961348577	FALSE
VII	525229	526644	1416	+	481.5231094863424	-0.5575202105206405	0.199803549705085	-2.790341870019598	0.005265241295822268	0.02697132408468898	1416	YGR019W	YGR019W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.6826171348282797	FALSE
XV	649303	651732	2430	+	4014.2642915884526	-0.554636307654929	0.12799545440113508	-4.333250038057683	1.4692407947566294e-5	1.7293242694947796e-4	2430	YOR168W	YOR168W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.6036059622222028	FALSE
XV	241026	241310	285	-	67.81732418232606	-0.5540169350226576	0.3563939826005422	-1.5545069840407981	0.12006353204593738	0.28234542968835796	285	YOL048C	YOL048C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.8313406501460487	TRUE
XIV	503724	505484	1761	+	636.8145840474052	-0.553327581564112	0.1702115174936044	-3.250823385584956	0.0011507131740987604	0.007536847449866365	1761	YNL065W	YNL065W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.804013000864639	FALSE
IV	1332983	1333969	987	-	436.1420454067589	-0.5530555909895251	0.20377636873163102	-2.7140320265392845	0.006646973979234714	0.03225098841071353	987	YDR435C	YDR435C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.6396279559876956	FALSE
VIII	115620	115901	282	-	929.6087643060855	-0.5500024908157187	0.15909489571880783	-3.457071883612283	5.460791616297175e-4	0.004047478457004977	282	YHR005C-A	YHR005C-A_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9683002095727486	FALSE
VII	832456	833157	702	+	1990.6564804119737	-0.5498935894805811	0.15958813017742954	-3.4457048207107337	5.695721462290291e-4	0.004181653759170432	702	YGR167W	YGR167W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.2989963220398613	FALSE
VII	599417	601141	1725	+	2463.973586158729	-0.5491893011356165	0.14381356521543218	-3.818758684641	1.341248874736025e-4	0.0012052251793316507	1725	YGR055W	YGR055W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.3916360478726655	FALSE
II	47363	48628	1266	-	1571.1514744754118	-0.5482799585860637	0.15010738515899327	-3.652584834552459	2.596137864032611e-4	0.0021225099024210414	1266	YBL091C	YBL091C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.196218057323602	FALSE
V	131772	131776	5	+	4.343211279738838	-0.5479835001959723	1.2715477045594668	-0.4309578777351681	0.6664989984569466	0.8137059008365811	5	YEL012W	YEL012W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.6378109565537694	TRUE
X	83448	83819	372	+	345.57755213385985	-0.5469296678949728	0.18932156419814297	-2.8888926108943354	0.003866010781276214	0.02089201801460567	372	YJL184W	YJL184W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.538545524023802	FALSE
XII	663284	665002	1719	-	6856.402172740969	-0.5458765059982114	0.14211833906326946	-3.840999758343597	1.2253423519438644e-4	0.001112929856526254	1719	YLR259C	YLR259C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.836096283868403	FALSE
IX	186517	187632	1116	-	1364.7020886950138	-0.5451052549344939	0.13876283652186172	-3.928323091381993	8.554024087347828e-5	8.147912166147686e-4	1116	YIL094C	YIL094C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.1350378562437076	FALSE
V	328477	330207	1731	+	2767.5974482132206	-0.5450086075970725	0.12916574527248162	-4.219451577098475	2.448973135466864e-5	2.7054953214920326e-4	1731	YER086W	YER086W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.44210292150241	FALSE
VII	149343	149516	174	-	299.85517570959144	-0.5441325196267651	0.1992814762717919	-2.7304721432545236	0.006324367774044478	0.03107440942883782	174	YGL188C	YGL188C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.476911549464331	FALSE
VII	392223	393698	1476	+	262.0599625097482	-0.5439715291193526	0.2150015160004112	-2.5300822954118716	0.011403577611006376	0.049361301227555186	1476	YGL059W	YGL059W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.4184006745547997	FALSE
II	110125	110420	296	-	163.0719955558587	-0.5435446722270066	0.23802966849861346	-2.283516486223955	0.022399962869863375	0.08270573281723219	296	YBL059C-A	YBL059C-A_mRNA-E2	mRNA-E2	S_cerevisiae	FALSE	2.212379385811532	TRUE
II	73070	74695	1626	-	160.04099953057258	-0.5426545760278456	0.24741373550512302	-2.193308204655474	0.028285180913005907	0.09800850279633114	1626	YBL080C	YBL080C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.2042312550867185	TRUE
XIV	629622	631061	1440	-	1885.8132485807814	-0.5405945969655992	0.17552691923639197	-3.0798386897997685	0.00207112735901099	0.012494544813689204	1440	YNR001C	YNR001C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.2754986825017194	FALSE
IV	1418550	1420250	1701	-	741.485870695397	-0.5386805659726599	0.16549249696695661	-3.2550150360001915	0.0011338636267140476	0.007454459361315895	1701	YDR481C	YDR481C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.8701028797912564	FALSE
XI	164917	165930	1014	-	338.8061316052284	-0.538330625118068	0.21532680027783302	-2.5000632732361594	0.012417112682387774	0.05267088745348204	1014	YKL151C	YKL151C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.5299512614527053	TRUE
VII	1060658	1061590	933	-	914.7821142170432	-0.5364842585990297	0.1593292893972108	-3.3671414755485713	7.595171324307678e-4	0.00529236389084992	933	YGR284C	YGR284C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.961317664709548	FALSE
IV	1498232	1499335	1104	+	759.4609871959537	-0.5358519117121592	0.16233634656954363	-3.3008745301694	9.638397514649509e-4	0.0064888574247238115	1104	YDR531W	YDR531W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.8805054694684724	FALSE
IV	946807	948456	1650	+	384.5609058514521	-0.5357876295863169	0.2185932100981672	-2.4510716931495815	0.014243158136345664	0.05860090165466436	1650	YDR242W	YDR242W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.5849651321230445	TRUE
XV	138107	139045	939	-	168.58365377842767	-0.5350435174601391	0.24345598165267746	-2.1977012592915064	0.027970401761628853	0.09711056444539665	939	YOL096C	YOL096C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	2.2268154622342267	TRUE
XV	721946	722608	663	+	2124.946038388663	-0.5315030508505731	1.006823427495737	-0.5279009569459224	0.5975680804937027	0.7679404266532363	663	YOR202W	YOR202W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	3.3273479059027555	TRUE
VII	970771	973734	2964	-	11219.462963922793	-0.5307483262065458	0.12700765955301443	-4.178868645201713	2.9296282211468545e-5	3.17126577365075e-4	2964	YGR240C	YGR240C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	4.049972069274259	FALSE
XIV	196426	197943	1518	-	4361.193224197921	-0.5303047157508409	0.1516204704029143	-3.4975799398433205	4.694999823906858e-4	0.0035669737508724356	1518	YNL241C	YNL241C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.6396053286692833	FALSE
VII	651290	652981	1692	-	62.8976750561782	-0.5296349683291566	0.34978867217092346	-1.5141570052627422	0.12998602339961648	0.29854026821582974	1692	YGR087C	YGR087C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.7986345925210443	TRUE
XV	778555	778859	305	-	2770.8193681891958	-0.5293763043328513	0.1433387539029317	-3.6931833849437705	2.2146419668081572e-4	0.0018697255395712883	305	YOR234C	YOR234C_mRNA-E2	mRNA-E2	S_cerevisiae	TRUE	3.442608214719202	FALSE
X	622550	623014	465	-	3401.106770659896	-0.5274964634016305	0.13930998641706813	-3.7864942562150885	1.5278762608706892e-4	0.0013520446202026808	465	YJR104C	YJR104C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.531620265917012	FALSE
IV	1151803	1153626	1824	-	4683.296060932713	-0.5269295106623991	0.12756613221795318	-4.130637979696002	3.61757887124758e-5	3.8269599513713037e-4	1824	YDR341C	YDR341C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.67055161316649	FALSE
